srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
114,2013-04-02 08:20:10,5,219,,,219,79931,3,4.5,1,2.89,0.268,5.05,9,134.0,0,23105,1,235,2,0,1,1,,176.4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,80342,3,4.0,1,1.1,0.0214,4.56,33,95.0,0,23105,1,235,2,0,1,1,,169.1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,92350,4,4.0,1,2.48,0.0061,4.9,29,93.0,0,23105,1,235,2,0,1,1,,173.8,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,92529,4,4.0,1,2.4,0.0171,4.78,32,82.0,0,23105,1,235,2,0,1,1,,173.2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,96446,4,4.5,1,1.95,0.0291,5.12,19,118.0,0,23105,1,235,2,0,1,1,,179.4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,99466,3,4.5,1,2.48,0.0792,4.82,25,99.0,0,23105,1,235,2,0,1,1,,173.4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,99756,5,4.5,1,1.95,0.0201,5.56,18,129.0,0,23105,1,235,2,0,1,1,,179.1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,109436,3,4.5,1,2.89,0.2145,4.92,8,127.0,0,23105,1,235,2,0,1,1,,176.5,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,111475,3,4.5,1,2.48,,4.85,31,129.0,0,23105,1,235,2,0,1,1,,173.4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,117260,2,3.0,1,0.69,0.0298,4.26,21,54.0,0,23105,1,235,2,0,1,1,,172.6,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,124240,4,4.0,1,2.89,0.1292,5.41,6,229.0,0,23105,1,235,2,0,1,1,,176.1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,125080,4,4.5,0,1.79,0.0046,5.18,20,149.0,0,23105,1,235,2,0,1,1,,180.0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,126405,3,3.5,1,1.1,0.0167,5.09,35,106.0,0,23105,1,235,2,0,1,1,,169.2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,128982,3,4.0,1,2.48,0.0788,4.88,27,84.0,0,23105,1,235,2,0,1,1,,173.4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
114,2013-04-02 08:20:10,5,219,,,219,135081,3,4.5,1,2.71,0.1521,4.99,2,103.0,0,23105,1,235,2,0,1,1,,176.5,0,,,,,,,,,,,,,,,,,,,,,,,,,1,119.5,1
551,2013-03-27 22:19:41,5,219,,,219,220,4,4.0,0,2.71,,5.12,3,115.0,0,9087,3,2,2,0,1,1,-28.16,579.5,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,6177,3,4.5,1,1.95,,4.9,25,112.0,0,9087,3,2,2,0,1,1,-34.84,580.0,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,11117,3,4.0,1,2.56,,4.5,15,99.0,0,9087,3,2,2,0,1,1,-24.72,576.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,12641,3,0.0,1,1.39,,5.02,31,134.0,0,9087,3,2,2,0,1,1,-20.34,579.0,1,,,,,,,,,,,,,-1.0,0.0,3.0,,,,,,,-1.0,0.0,3.0,0,,0
551,2013-03-27 22:19:41,5,219,,,219,21905,3,4.5,1,2.71,,5.01,35,109.0,0,9087,3,2,2,0,1,1,-24.4,574.5,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,25727,2,3.0,1,2.48,0.0123,4.07,37,47.0,0,9087,3,2,2,0,1,1,-30.4,575.5,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,40476,2,3.0,1,2.08,0.1196,4.18,9,55.0,1,9087,3,2,2,0,1,1,-24.22,575.5,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,43738,4,4.5,1,2.77,,4.96,6,90.0,1,9087,3,2,2,0,1,1,-25.44,575.0,1,,,,1.0,0.0,30.0,,,,,,,1.0,0.0,53.0,,,,,,,1.0,0.0,30.0,0,,0
551,2013-03-27 22:19:41,5,219,,,219,46486,4,4.5,1,2.77,,5.26,24,119.0,0,9087,3,2,2,0,1,1,-31.6,581.0,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,47295,2,3.0,1,2.48,,4.37,30,47.0,1,9087,3,2,2,0,1,1,-47.6,576.0,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,52913,3,4.0,0,2.64,,4.57,21,95.0,0,9087,3,2,2,0,1,1,-27.48,574.0,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,70673,3,4.5,1,2.4,0.0897,5.01,14,99.0,0,9087,3,2,2,0,1,1,-20.77,575.0,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,73303,2,3.0,1,2.56,,3.97,22,47.0,0,9087,3,2,2,0,1,1,-34.47,576.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,73848,4,3.5,0,2.77,0.1154,5.08,1,76.0,1,9087,3,2,2,0,1,1,-26.0,579.5,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,74485,2,2.5,1,2.56,0.0273,4.18,38,68.0,0,9087,3,2,2,0,1,1,-46.97,576.0,1,,,,-1.0,0.0,10.0,,,,,,,-1.0,0.0,38.0,,,,,,,-1.0,0.0,10.0,0,,0
551,2013-03-27 22:19:41,5,219,,,219,76623,2,4.0,1,2.48,,4.22,13,66.0,1,9087,3,2,2,0,1,1,-25.14,576.0,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,77393,2,3.5,1,0.69,0.0247,4.51,19,75.0,0,9087,3,2,2,0,1,1,-24.72,578.5,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,79781,4,5.0,1,2.77,,5.49,29,172.0,0,9087,3,2,2,0,1,1,-35.97,581.0,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,81395,4,4.5,1,2.64,,5.32,12,139.0,0,9087,3,2,2,0,1,1,-25.77,580.0,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,83259,4,4.0,1,2.71,,5.35,33,129.0,0,9087,3,2,2,0,1,1,-26.42,581.5,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,90756,3,3.0,1,2.77,,4.51,18,60.0,0,9087,3,2,2,0,1,1,-31.02,579.5,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,91336,3,3.5,0,2.71,,5.28,32,159.0,0,9087,3,2,2,0,1,1,-37.9,581.0,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,93475,3,4.0,1,1.95,0.1107,4.71,7,100.0,0,9087,3,2,2,0,1,1,-21.52,575.5,1,,,,-1.0,0.0,15.0,,,,,,,-1.0,0.0,40.0,,,,,,,-1.0,0.0,40.0,0,,0
551,2013-03-27 22:19:41,5,219,,,219,98640,3,3.5,1,2.77,0.1058,5.71,16,89.0,0,9087,3,2,2,0,1,1,-25.73,579.5,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,117339,3,4.0,1,2.48,0.0507,4.6,20,92.0,0,9087,3,2,2,0,1,1,-25.03,576.0,1,,,,0.0,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,120309,3,4.5,1,2.71,,5.02,10,89.0,0,9087,3,2,2,0,1,1,-25.64,580.0,1,,,,,,,,,,,,,-1.0,0.0,10.0,,,,,,,-1.0,0.0,10.0,1,,0
551,2013-03-27 22:19:41,5,219,,,219,120319,3,4.5,1,2.64,0.0259,4.77,36,90.0,0,9087,3,2,2,0,1,1,-32.7,574.5,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,121471,2,1.5,1,1.39,,4.44,26,48.0,0,9087,3,2,2,0,1,1,-41.7,578.5,1,,,,0.0,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,122794,4,4.0,1,0.69,0.0494,5.59,34,209.0,0,9087,3,2,2,0,1,1,-29.53,579.0,1,,,,,,,-1.0,0.0,9.0,,,,1.0,0.0,4.0,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,123683,2,3.5,1,1.1,0.2346,4.54,2,65.0,0,9087,3,2,2,0,1,1,-18.69,577.0,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,125793,3,3.5,1,2.48,,4.6,28,106.0,0,9087,3,2,2,0,1,1,-33.8,576.0,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,125930,2,3.5,1,1.39,0.0616,4.39,4,66.0,0,9087,3,2,2,0,1,1,-21.1,578.0,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,132611,3,4.0,1,2.71,0.0569,4.93,8,79.0,1,9087,3,2,2,0,1,1,-25.2,579.5,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
551,2013-03-27 22:19:41,5,219,,,219,140112,3,3.5,1,2.64,,4.25,27,49.0,0,9087,3,2,2,0,1,1,,574.5,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
603,2013-05-12 11:13:35,18,129,,,129,1473,4,3.5,0,4.97,0.725,5.22,4,122.1,1,447,2,12,2,0,2,1,,0.04,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
603,2013-05-12 11:13:35,18,129,,,129,23372,3,3.5,0,4.78,0.1089,4.8,10,83.1,0,447,2,12,2,0,2,1,,0.67,0,,,,,,,,,,,,,0.0,0.0,,,,,,1.0,,,,,0,,0
603,2013-05-12 11:13:35,18,129,,,129,32501,3,4.0,0,4.88,0.6763,4.93,8,107.8,0,447,2,12,2,0,2,1,,0.32,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
603,2013-05-12 11:13:35,18,129,,,129,38193,3,4.5,0,4.89,0.611,5.1,3,100.0,0,447,2,12,2,0,2,1,,0.37,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
603,2013-05-12 11:13:35,18,129,,,129,49783,4,4.0,1,4.93,0.704,5.34,1,127.3,1,447,2,12,2,0,2,1,,0.25,0,,,,,,,,,,,,,0.0,0.0,,,,,1.0,0.0,11.0,,,,0,,0
603,2013-05-12 11:13:35,18,129,,,129,51169,3,4.0,0,4.84,0.5254,5.11,6,83.1,0,447,2,12,2,0,2,1,,0.32,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
603,2013-05-12 11:13:35,18,129,,,129,70933,4,2.5,0,4.81,0.1663,5.07,9,109.1,0,447,2,12,2,0,2,1,,0.59,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
603,2013-05-12 11:13:35,18,129,,,129,107223,4,3.5,1,4.85,0.5996,5.17,2,113.0,1,447,2,12,2,0,2,1,,0.37,0,,,,,,,,,,,,,0.0,0.0,11.0,,,,1.0,0.0,13.0,,,,0,,0
603,2013-05-12 11:13:35,18,129,,,129,117058,3,3.5,0,4.91,0.698,4.79,7,88.3,0,447,2,12,2,0,2,1,,0.16,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,1,353.2,1
603,2013-05-12 11:13:35,18,129,,,129,131136,3,4.0,0,4.98,0.725,5.07,12,115.6,0,447,2,12,2,0,2,1,,0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,2863,3,4.0,1,1.95,0.027,4.51,1,68.0,0,3735,1,0,2,0,1,0,,766.0,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,12255,2,4.5,1,2.4,0.0078,4.75,13,78.0,0,3735,1,0,2,0,1,0,,766.5,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,20707,4,4.0,0,2.2,0.089,4.87,2,48.0,1,3735,1,0,2,0,1,0,,767.5,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,22710,3,3.5,0,2.2,0.1054,4.4,10,47.0,1,3735,1,0,2,0,1,0,,766.5,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,17.0,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,23228,4,4.0,0,3.26,0.3677,4.44,22,42.0,1,3735,1,0,2,0,1,0,,768.0,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,1,47.1,1
25,2012-12-11 13:03:42,5,219,,,219,30829,2,3.5,1,1.39,0.0034,4.22,29,55.0,0,3735,1,0,2,0,1,0,,767.0,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,50684,3,3.5,1,1.61,0.0014,4.85,30,110.0,0,3735,1,0,2,0,1,0,,764.0,0,,,,0.0,0.0,,-1.0,0.0,7.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,53298,2,3.5,0,3.14,0.0655,4.54,24,53.0,1,3735,1,0,2,0,1,0,,768.0,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,54036,3,4.5,1,1.79,0.005,4.87,35,109.0,0,3735,1,0,2,0,1,0,,766.0,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,54226,4,4.0,0,1.79,0.0559,4.76,4,45.0,0,3735,1,0,2,0,1,0,,767.5,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,56370,2,3.5,1,1.39,0.0034,4.32,28,65.0,0,3735,1,0,2,0,1,0,,767.0,0,,,,1.0,0.0,7.0,1.0,0.0,7.0,,,,,,,,,,,,,1.0,0.0,7.0,0,,0
25,2012-12-11 13:03:42,5,219,,,219,61189,3,4.0,0,1.39,0.0148,4.21,27,40.0,0,3735,1,0,2,0,1,0,,763.5,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,61885,3,3.5,1,1.79,0.0061,5.72,36,139.0,0,3735,1,0,2,0,1,0,,766.0,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,63731,3,5.0,1,0.69,0.0005,5.27,33,119.0,0,3735,1,0,2,0,1,0,,762.0,0,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,16.0,,,,,,,-1.0,0.0,16.0,0,,0
25,2012-12-11 13:03:42,5,219,,,219,65623,3,4.0,1,2.3,0.0153,4.92,9,110.0,0,3735,1,0,2,0,1,0,,766.5,0,,,,0.0,0.0,,-1.0,0.0,4.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,66171,3,4.0,1,2.08,0.0181,4.41,6,65.0,0,3735,1,0,2,0,1,0,,766.5,0,,,,0.0,0.0,,-1.0,0.0,4.0,,,,,,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,66209,4,4.0,1,3.26,0.248,4.17,19,32.0,1,3735,1,0,2,0,1,0,,768.0,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,68528,4,4.0,0,2.08,0.205,4.29,7,49.0,1,3735,1,0,2,0,1,0,,766.5,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,69645,2,3.5,1,1.39,0.0012,4.18,32,75.0,0,3735,1,0,2,0,1,0,,762.5,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,79870,2,4.0,1,2.2,0.1053,4.06,8,37.0,1,3735,1,0,2,0,1,0,,766.5,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,81772,3,3.5,0,3.22,0.2776,4.16,18,29.0,0,3735,1,0,2,0,1,0,,768.0,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,83281,2,3.5,1,2.08,0.0555,4.37,12,45.0,0,3735,1,0,2,0,1,0,,767.5,0,,,,1.0,0.0,11.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,88629,2,2.5,1,0.69,0.0017,4.23,31,35.0,0,3735,1,0,2,0,1,0,,768.0,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
25,2012-12-11 13:03:42,5,219,,,219,91587,3,4.5,1,1.61,0.0213,4.93,3,129.0,0,3735,1,0,2,0,1,0,,766.0,0,,,,0.0,0.0,,-1.0,0.0,10.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
